"Exposure","Province.Territory","Proportion"
"Amphibian*","YT",0.6
"Amphibian*","NT",0
"Amphibian*","NU",0.3
"Amphibian*","Canada",1.2
"Rodent","BC",2.07252283513921
"Rodent","AB",3.34058219835534
"Rodent","SK",4.27119784477142
"Rodent","MB",1.86494462345893
"Rodent","ON",2.74595735903798
"Rodent","QC",2.46225854729844
"Rodent","NB",2.87091730961468
"Rodent","NS",2.2311885157645
"Rodent","PE",1.37078836775183
"Rodent","NL",1.2560807829897
"Rodent","YT",3.65850616653063
"Rodent","NT",0.758791329778797
"Rodent","NU",5.23351273126868
"Rodent","Canada",2.6368850110235
"Rabbit","BC",2.03245458011185
"Rabbit","AB",1.92566108791508
"Rabbit","SK",1.87932814057469
"Rabbit","MB",0.85882356977695
"Rabbit","ON",2.2691411831628
"Rabbit","QC",3.36974729282518
"Rabbit","NB",2.20726792805024
"Rabbit","NS",1.90175192477363
"Rabbit","PE",0.29163341337685
"Rabbit","NL",1.64095663257653
"Rabbit","YT",1.68681493653141
"Rabbit","NT",0.871151926353082
"Rabbit","NU",0.543224288444307
"Rabbit","Canada",2.35655173402309
"Hedgehog","BC",0.21578538218178
"Hedgehog","AB",0.254732586062717
"Hedgehog","SK",0.0169221006477672
"Hedgehog","MB",0.102147092844176
"Hedgehog","ON",0.364096647562798
"Hedgehog","QC",0.0239489031098538
"Hedgehog","NB",0
"Hedgehog","NS",0
"Hedgehog","PE",0
"Hedgehog","NL",0.0721152904666686
"Hedgehog","YT",0.178951243097824
"Hedgehog","NT",0
"Hedgehog","NU",1.13050021944988
"Hedgehog","Canada",0.209687006006892
"Bird","BC",2.33059185623156
"Bird","AB",2.52860826798464
"Bird","SK",1.68930885686802
"Bird","MB",1.47295079150304
"Bird","ON",2.93040039317878
"Bird","QC",2.74041491890087
"Bird","NB",1.58797555419157
"Bird","NS",1.99901642203942
"Bird","PE",2.95696911713896
"Bird","NL",3.9799335266446
"Bird","YT",1.78959929318575
"Bird","NT",6.76856130060845
"Bird","NU",8.42592965310905
"Bird","Canada",2.63856549191508
"Fish or aquarium*","BC",3.7
"Fish or aquarium*","AB",4.2
"Fish or aquarium*","SK",3.7
"Fish or aquarium*","MB",7.1
"Fish or aquarium*","ON",5.8
"Fish or aquarium*","QC",2.9
"Fish or aquarium*","NB",5.2
"Fish or aquarium*","NS",4.1
"Fish or aquarium*","PE",5.7
"Fish or aquarium*","NL",3.9
"Fish or aquarium*","YT",5.7
"Fish or aquarium*","NT",4.8
"Fish or aquarium*","NU",1.9
"Fish or aquarium*","Canada",4.5
"Handle pet waste or clean litter box/pet enclosure","BC",32.2024121328035
"Handle pet waste or clean litter box/pet enclosure","AB",33.6986274049232
"Handle pet waste or clean litter box/pet enclosure","SK",29.1214729456808
"Handle pet waste or clean litter box/pet enclosure","MB",29.9976598995699
"Handle pet waste or clean litter box/pet enclosure","ON",34.0032582965943
"Handle pet waste or clean litter box/pet enclosure","QC",33.8530510607188
"Handle pet waste or clean litter box/pet enclosure","NB",34.2091404984083
"Handle pet waste or clean litter box/pet enclosure","NS",35.161277613879
"Handle pet waste or clean litter box/pet enclosure","PE",35.5933157782225
"Handle pet waste or clean litter box/pet enclosure","NL",35.5857741381975
"Handle pet waste or clean litter box/pet enclosure","YT",42.9003782144242
"Handle pet waste or clean litter box/pet enclosure","NT",42.3332262163005
"Handle pet waste or clean litter box/pet enclosure","NU",14.8851138230626
"Handle pet waste or clean litter box/pet enclosure","Canada",33.4610689714485
"Contact with pet with diarrhea","BC",2.66163652898125
"Contact with pet with diarrhea","AB",3.04884365081353
"Contact with pet with diarrhea","SK",3.1531575359765
"Contact with pet with diarrhea","MB",3.18573890068448
"Contact with pet with diarrhea","ON",2.84294095791291
"Contact with pet with diarrhea","QC",1.27544040930966
"Contact with pet with diarrhea","NB",2.17260574106614
"Contact with pet with diarrhea","NS",3.04245066354131
"Contact with pet with diarrhea","PE",6.01691884181362
"Contact with pet with diarrhea","NL",4.12053406171643
"Contact with pet with diarrhea","YT",4.73735571507047
"Contact with pet with diarrhea","NT",12.28268765449
"Contact with pet with diarrhea","NU",1.01918948408903
"Contact with pet with diarrhea","Canada",2.53693288999335
"Handled any pet food or treats","BC",48.7750150403235
"Handled any pet food or treats","AB",50.0412705391266
"Handled any pet food or treats","SK",46.8858019917956
"Handled any pet food or treats","MB",47.019311313396
"Handled any pet food or treats","ON",48.3124658148253
"Handled any pet food or treats","QC",45.7392409093171
"Handled any pet food or treats","NB",58.1644891165975
"Handled any pet food or treats","NS",56.0156783777625
"Handled any pet food or treats","PE",53.6653325500546
"Handled any pet food or treats","NL",64.5254591189892
"Handled any pet food or treats","YT",59.4949769458594
"Handled any pet food or treats","NT",58.0721993990376
"Handled any pet food or treats","NU",40.1206245164605
"Handled any pet food or treats","Canada",48.5729443405251
"Handled any dry pet food","BC",45.4249799420607
"Handled any dry pet food","AB",45.3254143309325
"Handled any dry pet food","SK",45.2086098918714
"Handled any dry pet food","MB",42.696862549002
"Handled any dry pet food","ON",44.6896886842384
"Handled any dry pet food","QC",43.0053701935797
"Handled any dry pet food","NB",52.0932133642449
"Handled any dry pet food","NS",51.845898015325
"Handled any dry pet food","PE",52.1270163830732
"Handled any dry pet food","NL",58.4664865783011
"Handled any dry pet food","YT",55.2962254627221
"Handled any dry pet food","NT",52.5942733311208
"Handled any dry pet food","NU",34.6675855230094
"Handled any dry pet food","Canada",45.0066355010936
"Handled any canned/wet pet food*","BC",14
"Handled any canned/wet pet food*","AB",12.9
"Handled any canned/wet pet food*","SK",9.7
"Handled any canned/wet pet food*","MB",12.2
"Handled any canned/wet pet food*","ON",13.7
"Handled any canned/wet pet food*","QC",6.9
"Handled any canned/wet pet food*","NB",12.7
"Handled any canned/wet pet food*","NS",22.3
"Handled any canned/wet pet food*","PE",11.9
"Handled any canned/wet pet food*","NL",18.2
"Handled any canned/wet pet food*","YT",8.3
"Handled any canned/wet pet food*","NT",10.9
"Handled any canned/wet pet food*","NU",9.4
"Handled any canned/wet pet food*","Canada",12.1
"Handled any raw pet food (store-bought or home-made)","BC",6.4558192505718
"Handled any raw pet food (store-bought or home-made)","AB",8.18267515005689
"Handled any raw pet food (store-bought or home-made)","SK",6.41853971412139
"Handled any raw pet food (store-bought or home-made)","MB",5.36016035013755
"Handled any raw pet food (store-bought or home-made)","ON",6.04766778708404
"Handled any raw pet food (store-bought or home-made)","QC",5.09861175913215
"Handled any raw pet food (store-bought or home-made)","NB",9.01079721210779
"Handled any raw pet food (store-bought or home-made)","NS",4.54354367512531
"Handled any raw pet food (store-bought or home-made)","PE",3.83521941892969
"Handled any raw pet food (store-bought or home-made)","NL",4.39089589343784
"Handled any raw pet food (store-bought or home-made)","YT",5.86175841338734
"Handled any raw pet food (store-bought or home-made)","NT",7.93532052229916
"Handled any raw pet food (store-bought or home-made)","NU",1.60276961047219
"Handled any raw pet food (store-bought or home-made)","Canada",6.10226496848566
"Handled any raw treats derived from animal parts","BC",7.39854408974598
"Handled any raw treats derived from animal parts","AB",10.9946781559854
"Handled any raw treats derived from animal parts","SK",7.46155302033751
"Handled any raw treats derived from animal parts","MB",5.34111320841004
"Handled any raw treats derived from animal parts","ON",6.66704259530596
"Handled any raw treats derived from animal parts","QC",6.40728907883861
"Handled any raw treats derived from animal parts","NB",9.93624929165319
"Handled any raw treats derived from animal parts","NS",7.51418600250136
"Handled any raw treats derived from animal parts","PE",5.3030942556024
"Handled any raw treats derived from animal parts","NL",11.7297899557681
"Handled any raw treats derived from animal parts","YT",10.4562278250168
"Handled any raw treats derived from animal parts","NT",6.33695567596097
"Handled any raw treats derived from animal parts","NU",7.26199011903537
"Handled any raw treats derived from animal parts","Canada",7.34012279205005
"Handled any processed animal treats","BC",30.9734093589498
"Handled any processed animal treats","AB",31.5555236522654
"Handled any processed animal treats","SK",30.0122994750114
"Handled any processed animal treats","MB",29.4005027870687
"Handled any processed animal treats","ON",29.1081886382328
"Handled any processed animal treats","QC",23.7563585335309
"Handled any processed animal treats","NB",32.7631540253575
"Handled any processed animal treats","NS",29.2887596185645
"Handled any processed animal treats","PE",32.5948658649658
"Handled any processed animal treats","NL",42.7685046845219
"Handled any processed animal treats","YT",40.969803102099
"Handled any processed animal treats","NT",38.9431559169162
"Handled any processed animal treats","NU",32.9151970571235
"Handled any processed animal treats","Canada",28.7671902626798
"Handled any rodents for reptiles","BC",0.241905876352143
"Handled any rodents for reptiles","AB",0.523938646196899
"Handled any rodents for reptiles","SK",1.23625552215723
"Handled any rodents for reptiles","MB",0.443149557070628
"Handled any rodents for reptiles","ON",0.407400357204643
"Handled any rodents for reptiles","QC",0.231775917018082
"Handled any rodents for reptiles","NB",0.487237276627282
"Handled any rodents for reptiles","NS",0.239468175730764
"Handled any rodents for reptiles","PE",0.574358525543238
"Handled any rodents for reptiles","NL",1.09005873485108
"Handled any rodents for reptiles","YT",0.354378387634055
"Handled any rodents for reptiles","NT",0.420602918941595
"Handled any rodents for reptiles","NU",0
"Handled any rodents for reptiles","Canada",0.391448155011318
"Handled any rodents or insects for reptiles*","BC",0.8
"Handled any rodents or insects for reptiles*","AB",0.8
"Handled any rodents or insects for reptiles*","SK",2
"Handled any rodents or insects for reptiles*","MB",2.2
"Handled any rodents or insects for reptiles*","ON",1.3
"Handled any rodents or insects for reptiles*","QC",1.6
"Handled any rodents or insects for reptiles*","NB",4
"Handled any rodents or insects for reptiles*","NS",0.8
"Handled any rodents or insects for reptiles*","PE",0.4
"Handled any rodents or insects for reptiles*","NL",0.8
"Handled any rodents or insects for reptiles*","YT",5
"Handled any rodents or insects for reptiles*","NT",1.4
"Handled any rodents or insects for reptiles*","NU",0.1
"Handled any rodents or insects for reptiles*","Canada",1.3
"Handled any farm animals/livestock or their waste","BC",6.9143003452116
"Handled any farm animals/livestock or their waste","AB",6.90888038041426
"Handled any farm animals/livestock or their waste","SK",13.1849200358947
"Handled any farm animals/livestock or their waste","MB",8.47007334682697
"Handled any farm animals/livestock or their waste","ON",6.33906049758037
"Handled any farm animals/livestock or their waste","QC",6.93938546320988
"Handled any farm animals/livestock or their waste","NB",8.62381625581355
"Handled any farm animals/livestock or their waste","NS",9.54299861265805
"Handled any farm animals/livestock or their waste","PE",10.075530405701
"Handled any farm animals/livestock or their waste","NL",5.68385553663688
"Handled any farm animals/livestock or their waste","YT",8.15626296373636
"Handled any farm animals/livestock or their waste","NT",7.09154323525121
"Handled any farm animals/livestock or their waste","NU",3.56267574434488
"Handled any farm animals/livestock or their waste","Canada",7.04989133247942
"Cattle","BC",1.47963148267429
"Cattle","AB",1.97202833969562
"Cattle","SK",5.97497885201343
"Cattle","MB",2.08356297421558
"Cattle","ON",1.98205076121941
"Cattle","QC",1.88080318695283
"Cattle","NB",1.91816751364155
"Cattle","NS",2.04431778532369
"Cattle","PE",3.08847278382082
"Cattle","NL",2.04759318602828
"Cattle","YT",0
"Cattle","NT",3.69817643003932
"Cattle","NU",0
"Cattle","Canada",2.01924632726747
"Poultry","BC",3.69585499440353
"Poultry","AB",2.4047807917434
"Poultry","SK",6.49962599530441
"Poultry","MB",4.33801235858788
"Poultry","ON",2.87031489770302
"Poultry","QC",3.27755660392929
"Poultry","NB",3.26005623364285
"Poultry","NS",5.99092977899026
"Poultry","PE",4.23934445744465
"Poultry","NL",1.27021562488617
"Poultry","YT",4.02711185531208
"Poultry","NT",2.7200714099967
"Poultry","NU",3.56267574434488
"Poultry","Canada",3.26454752851714
"Pig","BC",0.714448418086608
"Pig","AB",0.849140886170145
"Pig","SK",1.14008467672837
"Pig","MB",0.333204110842488
"Pig","ON",0.898461257302075
"Pig","QC",0.733277712504166
"Pig","NB",0.36097271522465
"Pig","NS",0.103470938277682
"Pig","PE",0.428855754443687
"Pig","NL",0.056997056367391
"Pig","YT",0.742211791118165
"Pig","NT",0
"Pig","NU",0
"Pig","Canada",0.767940449037086
"Sheep or goat","BC",1.62567265072592
"Sheep or goat","AB",1.61458823368655
"Sheep or goat","SK",1.49832521386235
"Sheep or goat","MB",1.56058230770627
"Sheep or goat","ON",1.44811526481218
"Sheep or goat","QC",1.83281411384986
"Sheep or goat","NB",3.1079437204913
"Sheep or goat","NS",2.18686734563106
"Sheep or goat","PE",1.13808025022957
"Sheep or goat","NL",1.96559721830754
"Sheep or goat","YT",1.97351865325471
"Sheep or goat","NT",0.378051650412174
"Sheep or goat","NU",0
"Sheep or goat","Canada",1.64455979565133
"Live on farm or country property","BC",8.04619660495298
"Live on farm or country property","AB",8.94857233577585
"Live on farm or country property","SK",13.9629383922166
"Live on farm or country property","MB",13.9468063218933
"Live on farm or country property","ON",10.0834201492099
"Live on farm or country property","QC",7.61868219695321
"Live on farm or country property","NB",13.6780792873117
"Live on farm or country property","NS",15.2689825218608
"Live on farm or country property","PE",18.7806914571652
"Live on farm or country property","NL",6.06311830228886
"Live on farm or country property","YT",15.0988073591247
"Live on farm or country property","NT",1.70281952259195
"Live on farm or country property","NU",0
"Live on farm or country property","Canada",9.54895937705663
"Visit or work on a farm, petting zoo or fair","BC",5.84381957108836
"Visit or work on a farm, petting zoo or fair","AB",5.67206104913174
"Visit or work on a farm, petting zoo or fair","SK",12.1229987021527
"Visit or work on a farm, petting zoo or fair","MB",7.13881537518882
"Visit or work on a farm, petting zoo or fair","ON",5.48641837932323
"Visit or work on a farm, petting zoo or fair","QC",3.78712123219612
"Visit or work on a farm, petting zoo or fair","NB",4.18698673314318
"Visit or work on a farm, petting zoo or fair","NS",2.97214285072531
"Visit or work on a farm, petting zoo or fair","PE",4.66460831489091
"Visit or work on a farm, petting zoo or fair","NL",5.45563330712017
"Visit or work on a farm, petting zoo or fair","YT",3.13373565271663
"Visit or work on a farm, petting zoo or fair","NT",4.2636222327404
"Visit or work on a farm, petting zoo or fair","NU",0
"Visit or work on a farm, petting zoo or fair","Canada",5.31787708527744
"Visited any petting zoo*","BC",0.5
"Visited any petting zoo*","AB",0.7
"Visited any petting zoo*","SK",1
"Visited any petting zoo*","MB",0.5
"Visited any petting zoo*","ON",1.9
"Visited any petting zoo*","QC",0.5
"Visited any petting zoo*","NB",2.5
"Visited any petting zoo*","NS",0.4
"Visited any petting zoo*","PE",1.6
"Visited any petting zoo*","NL",0
"Visited any petting zoo*","YT",0
"Visited any petting zoo*","NT",0
"Visited any petting zoo*","NU",0
"Visited any petting zoo*","Canada",1.1
"Visited any farm or barn*","BC",8
"Visited any farm or barn*","AB",10
